Name,Transcript,Cleaned Transcript,Transcript_ID
D3 (1).wav,Kasta ti inaramid ti hiena ket isuda nga uppat - ti kawitan ken ti asolang ken ti lobo ken ti hiena- intuloyda ti nagdaliasat.,kasta ti inaramid ti hiena ket isuda nga uppat - ti kawitan ken ti asolang ken ti lobo ken ti hiena- intuloyda ti nagdaliasat,2
D3 (10).wav,"Ngem diyo kad’ malagip, Napateg nga Ari, a mabalinko nga alaen iti amin a maikargak kadagiti lapayagko kinuna ti kawitan. ",ngem diyo kad’ malagip napateg nga ari a mabalinko nga alaen iti amin a maikargak kadagiti lapayagko kinuna ti kawitan ,67
D3 (11).wav,Isu a kukuak amin dagitoy.,isu a kukuak amin dagitoy,36
D3 (12).wav,Saan a nakatimek ti ari.,saan a nakatimek ti ari,37
D3 (13).wav,Nagnan ti kawitan iti naunday a pangdaliasatna. ,nagnan ti kawitan iti naunday a pangdaliasatna ,40
D3 (14).wav,Pampanam  dinamag ti asolang. ,pampanam  dinamag ti asolang ,42
D3 (15).wav,Isu daytoy ‘tay aglanglanga aso nga ayup.,isu daytoy ‘tay aglanglanga aso nga ayup,43
D3 (16).wav,Mapanak iti adayo a pagilian ta innak kiddawen ti ima ti anak ti ari tapo ikasarko. insungbat ti kawitan.,mapanak iti adayo a pagilian ta innak kiddawen ti ima ti anak ti ari tapo ikasarko insungbat ti kawitan,45
D3 (17).wav,Pangngaasim ta ikuyognak.,pangngaasim ta ikuyognak,110
D3 (18).wav,"Adayo ken narigat ti dalan ket masansan nga awanto ti kanem ken inumem,",adayo ken narigat ti dalan ket masansan nga awanto ti kanem ken inumem,47
D3 (19).wav,Ngem nagpilit ti asolang a sumurot. ,ngem nagpilit ti asolang a sumurot ,48
D3 (2).wav,"Idi un-unana nga aldaw, adda maysa nga ari nga agturay iti dakkel a pagarian. ",idi un-unana nga aldaw adda maysa nga ari nga agturay iti dakkel a pagarian ,0
D3 (20).wav,"Kalpasan ti sumagmamano nga oras a pannagnada, nabannog unayen ti asolang ket kinunana a saanen a makapagna pay.",kalpasan ti sumagmamano nga oras a pannagnada nabannog unayen ti asolang ket kinunana a saanen a makapagna pay,49
D3 (21).wav,Ket kiniddaw ti kawitan nga agtugaw ti asolang iti lapayagna. ,ket kiniddaw ti kawitan nga agtugaw ti asolang iti lapayagna ,50
D3 (22).wav,Inaramid ti asolang dayta ket nagtuloyda a dua - ti kawitan ken ti asolang - a nagdaliasat. ,inaramid ti asolang dayta ket nagtuloyda a dua - ti kawitan ken ti asolang - a nagdaliasat ,51
D3 (23).wav,"Madamdama pay, nakasagang ti kawitan iti lobo a nagsaludsod : ",madamdama pay nakasagang ti kawitan iti lobo a nagsaludsod  ,85
D3 (24).wav,Pangngaasim ta ikuyognak.,pangngaasim ta ikuyognak,110
D3 (25).wav,Adayo ken narigat ti dalan ket masansan nga awanto ti kanem ken inumem.,adayo ken narigat ti dalan ket masansan nga awanto ti kanem ken inumem,47
D3 (26).wav,Ngem nagpilit ti lobo a sumurot. ,ngem nagpilit ti lobo a sumurot ,66
D3 (27).wav,"Kalpasan ti sumagmamano nga oras a pannagnada, nabannog unayen ti lobo ket kinunana a saanen makapagna pay.",kalpasan ti sumagmamano nga oras a pannagnada nabannog unayen ti lobo ket kinunana a saanen makapagna pay,54
D3 (28).wav,Ket kiniddaw ti kawitan iti lobo nga agtugaw iti lapayagna. ,ket kiniddaw ti kawitan iti lobo nga agtugaw iti lapayagna ,55
D3 (29).wav,Nabang-aran ti lobo ket kasta ti inaramidna ket nagtuloyda a tallo- ti kawitan ken ti asolang ken ti lobo- a nagdaliasat.,nabang-aran ti lobo ket kasta ti inaramidna ket nagtuloyda a tallo- ti kawitan ken ti asolang ken ti lobo- a nagdaliasat,56
D3 (3).wav,Adu met ti dagdagana a paggapuan ti dakkel a matgedanna iti tinawen. ,adu met ti dagdagana a paggapuan ti dakkel a matgedanna iti tinawen ,30
D3 (30).wav,"Madamdama pay, nakasagang ti kawitan iti hiena a nagkuna: Papanam",madamdama pay nakasagang ti kawitan iti hiena a nagkuna papanam,142
D3 (31).wav,Mapanak iti adayo a pagilian ta innak kiddawen ti ima ti anak ti ari tapno ikasarko.,mapanak iti adayo a pagilian ta innak kiddawen ti ima ti anak ti ari tapno ikasarko,77
D3 (32).wav,Pangngaasim ta ikuyognak. ,pangngaasim ta ikuyognak ,57
D3 (33).wav,Adayo ken narigat ti dalan ket masansan nga awanto ti kanem ken inumem. ,adayo ken narigat ti dalan ket masansan nga awanto ti kanem ken inumem ,58
D3 (34).wav,Ngem nagpilit latta ti hiena a sumurot. ,ngem nagpilit latta ti hiena a sumurot ,59
D3 (35).wav,"Kalpasan ti sumagmamano nga oras a pannagnada, nabannog unayen ti hiena ket kinunana a saanen a makapagna pay. ",kalpasan ti sumagmamano nga oras a pannagnada nabannog unayen ti hiena ket kinunana a saanen a makapagna pay ,60
D3 (36).wav,Kiniddaw ti kawitan iti hiena nga agtugaw daytoy iti lapayagna. ,kiniddaw ti kawitan iti hiena nga agtugaw daytoy iti lapayagna ,78
D3 (37).wav,"Madamdama pay, nakasagang ti kawitan iti leon a nagpilit a kumuyog. ",madamdama pay nakasagang ti kawitan iti leon a nagpilit a kumuyog ,62
D3 (38).wav,"Nabannog met a nagna ti naandur a leon ket pinagtugaw ti kawitan iti lapayagna, ket nagtuloy dagiti lima- ti kawitan ken ti asolang ken ti lobo ken ti hiena ken ti leon- a nagdaliasat. ",nabannog met a nagna ti naandur a leon ket pinagtugaw ti kawitan iti lapayagna ket nagtuloy dagiti lima- ti kawitan ken ti asolang ken ti lobo ken ti hiena ken ti leon- a nagdaliasat ,3
D3 (39).wav,Kamaudiananna nakadanonen ti kawitan iti adayo a pagilian ket kiniddawna a dumatag iti ari. ,kamaudiananna nakadanonen ti kawitan iti adayo a pagilian ket kiniddawna a dumatag iti ari ,63
D3 (4).wav,Adda agpapaay kenkuana a maipagpannakkel ken nagaget a kawitan nga agtrabtrabaho iti aldaw ken rabii iti sanikuana. ,adda agpapaay kenkuana a maipagpannakkel ken nagaget a kawitan nga agtrabtrabaho iti aldaw ken rabii iti sanikuana ,73
D3 (40).wav,Naawat iti korte. ,naawat iti korte ,65
D3 (41).wav,Kinuna ti ari: Apay nga immayka iti pagariak ,kinuna ti ari apay nga immayka iti pagariak ,93
D3 (42).wav,"Immayak, kinuna ti kawitan, ta kiddawek ti ima ti anak ti Napateg nga Ari tapno ikasarko.",immayak kinuna ti kawitan ta kiddawek ti ima ti anak ti napateg nga ari tapno ikasarko,80
D3 (43).wav,"Nainsulto ti ari kadagita a balikas, inawaganna dagiti guardia: Ibellengyo daytoy a parammag a kawitan iti pagipupokan kadagiti manok iti palasio. ",nainsulto ti ari kadagita a balikas inawaganna dagiti guardia ibellengyo daytoy a parammag a kawitan iti pagipupokan kadagiti manok iti palasio ,5
D3 (44).wav,"Iti dayta met laeng a kanito, nasarakan ti kawitan ti bagina iti pupokan dagiti manok. ",iti dayta met laeng a kanito nasarakan ti kawitan ti bagina iti pupokan dagiti manok ,6
D3 (45).wav,Dinagdagus ti kawitan nga inawagan ti asolang a rummuar iti lapayagna. ,dinagdagus ti kawitan nga inawagan ti asolang a rummuar iti lapayagna ,7
D3 (46).wav,Limmagto ti asolang a rimmuar ket nagpiestaanna dagiti manok.,limmagto ti asolang a rimmuar ket nagpiestaanna dagiti manok,8
D3 (47).wav,Nagpungtot ti ari idi madamagna daytoy ket binilinna dagiti guardia: Ibellengyo dayta a parammag a kawitan iti ubong dagiti karnero!,nagpungtot ti ari idi madamagna daytoy ket binilinna dagiti guardia ibellengyo dayta a parammag a kawitan iti ubong dagiti karnero,9
D3 (48).wav,"Apaman nga addada iti ubong dagiti karnero, inawagan ti kawitan ti lobo a rummuar iti lapayagna. ",apaman nga addada iti ubong dagiti karnero inawagan ti kawitan ti lobo a rummuar iti lapayagna ,10
D3 (49).wav,Dinagdagus met ti lobo a linamut dagiti amin a karnero. ,dinagdagus met ti lobo a linamut dagiti amin a karnero ,12
D3 (5).wav,"Isu ti agarado, agmula ken agani ken agkiskis iti trigo.",isu ti agarado agmula ken agani ken agkiskis iti trigo,11
D3 (50).wav,Nakarkaro manen ti pungtot ti ari idi madamagna daytoy. ,nakarkaro manen ti pungtot ti ari idi madamagna daytoy ,13
D3 (51).wav,Inyikkisna kadagiti guardiana: Ibellengyo dayta a parammag a kawitan iti ubong dagiti asno ket bay-anyo a payatyatenda!,inyikkisna kadagiti guardiana ibellengyo dayta a parammag a kawitan iti ubong dagiti asno ket bay-anyo a payatyatenda,146
D3 (52).wav,Ngem iti daytoy a gundaway inawagan ti kawitan ti mabisinan a hiena a dagdagus met a naglamut kadagiti amin nga asno. ,ngem iti daytoy a gundaway inawagan ti kawitan ti mabisinan a hiena a dagdagus met a naglamut kadagiti amin nga asno ,15
D3 (53).wav,Napalalon ti pungtot ti ari. ,napalalon ti pungtot ti ari ,16
D3 (54).wav,Idatagyo kaniak dayta a parammag a kawitan ta dusaek a mismo kadagitoy imak! ,idatagyo kaniak dayta a parammag a kawitan ta dusaek a mismo kadagitoy imak ,17
D3 (55).wav,Ket naidatag ti kawitan iti ari.,ket naidatag ti kawitan iti ari,131
D3 (56).wav,"Apagapaman a nagtakder ti kawitan iti sango ti ari sa idi kuan, inawaganna ti mabisin a leon manipud iti lapayagna. ",apagapaman a nagtakder ti kawitan iti sango ti ari sa idi kuan inawaganna ti mabisin a leon manipud iti lapayagna ,19
D3 (57).wav,"Limmagto a rimmuar ti agung-ungor a leon nga uray la nga agpallayog ti nakaal-aliaw a dutdot iti tengngedna, pinagparrangna dagiti nadawis a kukona ken natadem a ngipenna. ",limmagto a rimmuar ti agung-ungor a leon nga uray la nga agpallayog ti nakaal-aliaw a dutdot iti tengngedna pinagparrangna dagiti nadawis a kukona ken natadem a ngipenna ,20
D3 (58).wav,"Nagtataray dagiti kortesano ken guardia, pinanawanda ti ari iti kaasi ti leon ken ti kawitan. ",nagtataray dagiti kortesano ken guardia pinanawanda ti ari iti kaasi ti leon ken ti kawitan ,21
D3 (59).wav,"Nagpakleb ti ari iti sakaanan dagiti karaykay ti kawitan sa insangitna: Ay, naimbag nga Apo Kawitan, ay, Natan-ok nga Apo Kawitan, pangngaasim, ay, pangngaasim ta awatem ti ima ti anakko tapno ikasarmo. ",nagpakleb ti ari iti sakaanan dagiti karaykay ti kawitan sa insangitna ay naimbag nga apo kawitan ay natan-ok nga apo kawitan pangngaasim ay pangngaasim ta awatem ti ima ti anakko tapno ikasarmo ,23
D3 (6).wav,"Adu met ti dagdagana a paggapuan ti dakkel a matgedanna Iti maysa a tawen, idi ad-adu nga amang ti naapit, sinarungkaran ti ari ti talonna ket naragsakan a nakakita kadagiti natatayag a mandala ti trigo a nakasaysayaat ti pannakaatar-atarda.",adu met ti dagdagana a paggapuan ti dakkel a matgedanna iti maysa a tawen idi ad-adu nga amang ti naapit sinarungkaran ti ari ti talonna ket naragsakan a nakakita kadagiti natatayag a mandala ti trigo a nakasaysayaat ti pannakaatar-atarda,22
D3 (60).wav,Pangngaasim ta dinak patpatayen ken dagiti iturayak. ,pangngaasim ta dinak patpatayen ken dagiti iturayak ,25
D3 (61).wav,Ket napasamak ti nangayed a seremonia ti kallaysa a napno iti ragragsak ken padaya. ,ket napasamak ti nangayed a seremonia ti kallaysa a napno iti ragragsak ken padaya ,24
D3 (62).wav,"Nagsala ken nagkanta ti tunggal maysa, agraman ti asolang, ti lobo, ken ti hiena, ken ti leon. ",nagsala ken nagkanta ti tunggal maysa agraman ti asolang ti lobo ken ti hiena ken ti leon ,26
D3 (63).wav,"Kas sab-ong ti ari, intedna iti anakna ti kagudua ti pagarianna. ",kas sab-ong ti ari intedna iti anakna ti kagudua ti pagarianna ,27
D3 (64).wav,Ket nagbiag a naragsak ti kawitan ken ti nobiana ingga't inggana.,ket nagbiag a naragsak ti kawitan ken ti nobiana inggat inggana,28
D3 (65).wav,"Ita, batangna metten ti agkiddaw iti bingayna.",ita batangna metten ti agkiddaw iti bingayna,34
D3 (66).wav,"Agyamanak unay, Napateg nga Ari, kinuna ti kawitan. ",agyamanak unay napateg nga ari kinuna ti kawitan ,68
D3 (67).wav,"Ita, mapanak iti adayo a pagarian ta innak kiddawen ti ima ti anak ti ari tapno ikasarko.",ita mapanak iti adayo a pagarian ta innak kiddawen ti ima ti anak ti ari tapno ikasarko,39
D3 (68).wav,Di nagbayag nakangngeg iti panangawag ti maysa nga asolang kenkuana ket nagsardeng.,di nagbayag nakangngeg iti panangawag ti maysa nga asolang kenkuana ket nagsardeng,41
D3 (69).wav,Mapanak iti adayo a pagilian ta innak kiddawen ti ima ti anak ti ari tapo ikasarko.,mapanak iti adayo a pagilian ta innak kiddawen ti ima ti anak ti ari tapo ikasarko,149
D3 (7).wav,"Immasideg ti kawitan nga umis-isem sa kinunana: Itedmo koma kaniak, Napateg nga Ari, ti bingayko iti trigo a kas suedok iti adu a rigrigatko a nagtrabaho.",immasideg ti kawitan nga umis-isem sa kinunana itedmo koma kaniak napateg nga ari ti bingayko iti trigo a kas suedok iti adu a rigrigatko a nagtrabaho,33
D3 (70).wav,Pampanam  ,pampanam  ,150
D3 (71).wav,"Nagkuretret ti mugging ti ari, nagpanunot iti apagapaman sa kinunana: Mangalaka iti kaykayatmo ken kabaelam nga ikabil kadagita lapayagmo.",nagkuretret ti mugging ti ari nagpanunot iti apagapaman sa kinunana mangalaka iti kaykayatmo ken kabaelam nga ikabil kadagita lapayagmo,95
D3 (72).wav,Dayta ti umno a bingaymo.,dayta ti umno a bingaymo,53
D3 (73).wav,Ti Ari Ken Ti Kawitan,ti ari ken ti kawitan,29
D3 (8).wav,"Rinugian ti kawitan a kargaan dagiti lapayagna ket kalpasan ti sumagmamano a kanito, awanen ti nabati a binukel ti trigo iti daga.",rinugian ti kawitan a kargaan dagiti lapayagna ket kalpasan ti sumagmamano a kanito awanen ti nabati a binukel ti trigo iti daga,64
D3 (9).wav,Napalalo ti suron ti ari iti pannakaimatangna a panagpukaw dagiti binunton a trigo. ,napalalo ti suron ti ari iti pannakaimatangna a panagpukaw dagiti binunton a trigo ,100
D4 (1).wav,"Idi un-unana nga aldaw, adda maysa nga ari nga agturay iti dakkel a pagarian",idi un-unana nga aldaw adda maysa nga ari nga agturay iti dakkel a pagarian,97
D4 (10).wav,"Rinugian ti kawitan a kargaan dagiti lapayagna ket kalpasan ti sumagmamano a kanito, awanen ti nabati a binukel ti trigo iti daga.",rinugian ti kawitan a kargaan dagiti lapayagna ket kalpasan ti sumagmamano a kanito awanen ti nabati a binukel ti trigo iti daga,64
D4 (11).wav,Napalalo ti suron ti ari iti pannakaimatangna a panagpukaw dagiti binunton a trigo,napalalo ti suron ti ari iti pannakaimatangna a panagpukaw dagiti binunton a trigo,32
D4 (12).wav,"Ita, batangna metten ti agkiddaw iti bingayna.",ita batangna metten ti agkiddaw iti bingayna,34
D4 (13).wav,"Ita, batangna metten ti agkiddaw iti bingayna.",ita batangna metten ti agkiddaw iti bingayna,34
D4 (14).wav,"Ngem diyo kad’ malagip, Napateg nga Ari, a mabalinko nga ti amin a maikargak kadagiti lapayagko kinuna ti kawitan.",ngem diyo kad’ malagip napateg nga ari a mabalinko nga ti amin a maikargak kadagiti lapayagko kinuna ti kawitan,136
D4 (15).wav,Isu a kukuak amin dagitoy.,isu a kukuak amin dagitoy,36
D4 (16).wav,Isu a kukuak amin dagitoy.,isu a kukuak amin dagitoy,36
D4 (17).wav,Saan a nakatimek ti ari.,saan a nakatimek ti ari,37
D4 (18).wav,"Agyamanak unay, Napateg nga Ari,kinuna ti kawitan.",agyamanak unay napateg nga arikinuna ti kawitan,106
D4 (19).wav,"Ita, mapanak iti adayo a pagarian ta innak kiddawen ti ima ti anak ti ari tapno ikasarko.",ita mapanak iti adayo a pagarian ta innak kiddawen ti ima ti anak ti ari tapno ikasarko,39
D4 (2).wav,"Idi un-unana nga aldaw, adda maysa nga ari nga agturay iti dakkel a pagarian",idi un-unana nga aldaw adda maysa nga ari nga agturay iti dakkel a pagarian,97
D4 (20).wav,Nagnan ti kawitan iti naunday a pangdaliasatna,nagnan ti kawitan iti naunday a pangdaliasatna,89
D4 (21).wav,Di nagbayag nakangngeg iti panangawag ti maysa nga asolang kenkuana ket nagsardeng.,di nagbayag nakangngeg iti panangawag ti maysa nga asolang kenkuana ket nagsardeng,41
D4 (22).wav,Isu daytoy ‘tay aglangllanga aso nga ayup.,isu daytoy ‘tay aglangllanga aso nga ayup,144
D4 (23).wav,Mapanak iti adayo a pagilian ta innak kiddawen ti ima ti anak ti ari tapo ikasarko.  insungbat ti kawitan.,mapanak iti adayo a pagilian ta innak kiddawen ti ima ti anak ti ari tapo ikasarko  insungbat ti kawitan,151
D4 (24).wav,Pangngaasim ta ikuyognak.,pangngaasim ta ikuyognak,110
D4 (25).wav,Adayo ken narigat ti dalan ket masansan nga awanto ti kanem ken inumem.,adayo ken narigat ti dalan ket masansan nga awanto ti kanem ken inumem,47
D4 (26).wav,Ngem nagpilit ti asolang a sumurot,ngem nagpilit ti asolang a sumurot,90
D4 (27).wav,"Kalpasan ti sumagmamano nga oras a pannagnada, nabannog unayen ti asolang ket kinunana a saanen a makapagna pay",kalpasan ti sumagmamano nga oras a pannagnada nabannog unayen ti asolang ket kinunana a saanen a makapagna pay,49
D4 (28).wav,Ket kiniddaw ti kawitan nga agtugaw ti asolang iti lapayagna,ket kiniddaw ti kawitan nga agtugaw ti asolang iti lapayagna,111
D4 (29).wav,Inaramid ti asolang dayta ket nagtuloyda a dua - ti kawitan ken ti asolang - a nagdaliasat,inaramid ti asolang dayta ket nagtuloyda a dua - ti kawitan ken ti asolang - a nagdaliasat,112
D4 (3).wav,Adu met ti dagdagana a paggapuan ti dakkel a matgedanna iti tinawen,adu met ti dagdagana a paggapuan ti dakkel a matgedanna iti tinawen,69
D4 (30).wav,"Madamdama pay, nakasagang ti kawitan iti lobo a nagsaludsod",madamdama pay nakasagang ti kawitan iti lobo a nagsaludsod,137
D4 (31).wav,Papanam,papanam,76
D4 (32).wav,Mapanak iti adayo a pagilian ta innak kiddawen ti ima ti anak ti ari tapno ikasarko.,mapanak iti adayo a pagilian ta innak kiddawen ti ima ti anak ti ari tapno ikasarko,77
D4 (33).wav,Pangngaasim ta ikuyognak.,pangngaasim ta ikuyognak,110
D4 (34).wav,Adayo ken narigat ti dalan ket masansan nga awanto ti kanem ken inumem.,adayo ken narigat ti dalan ket masansan nga awanto ti kanem ken inumem,47
D4 (35).wav,Ngem nagpilit ti lobo a sumurot,ngem nagpilit ti lobo a sumurot,114
D4 (36).wav,"Kalpasan ti sumagmamano nga oras a pannagnada, nabannog unayen ti loboki ket kinunana a saanen makapagna pay",kalpasan ti sumagmamano nga oras a pannagnada nabannog unayen ti loboki ket kinunana a saanen makapagna pay,152
D4 (37).wav,Ket kiniddaw ti kawitan iti lobo nga agtugaw iti lapayagna,ket kiniddaw ti kawitan iti lobo nga agtugaw iti lapayagna,116
D4 (38).wav,Nabang-aran ti lobo ket kasta ti inaramidna ket nagtuloyda a tallo- ti kawitan ken ti asolang ken ti lobo- a nagdaliasat.,nabang-aran ti lobo ket kasta ti inaramidna ket nagtuloyda a tallo- ti kawitan ken ti asolang ken ti lobo- a nagdaliasat,56
D4 (39).wav,"Madamdama pay, nakasagang ti kawitan iti hiena a nagkuna",madamdama pay nakasagang ti kawitan iti hiena a nagkuna,87
D4 (4).wav,Adda agpapaay kenkuana a maipagpannakkel ken nagaget a kawitan nga agtrabtrabaho iti aldaw ken rabii iti sanikuana,adda agpapaay kenkuana a maipagpannakkel ken nagaget a kawitan nga agtrabtrabaho iti aldaw ken rabii iti sanikuana,31
D4 (40).wav,Papanam,papanam,76
D4 (41).wav,Mapanak iti adayo a pagilian ta innak kiddawen ti ima ti anak ti ari tapno ikasarko,mapanak iti adayo a pagilian ta innak kiddawen ti ima ti anak ti ari tapno ikasarko,77
D4 (42).wav,Pangngaasim ta ikuyognak.,pangngaasim ta ikuyognak,110
D4 (43).wav,Adayo ken narigat ti dalan ket masansan nga awanto ti kanem ken inumem,adayo ken narigat ti dalan ket masansan nga awanto ti kanem ken inumem,47
D4 (44).wav,Ngem nagpilit latta ti hiena a sumurot,ngem nagpilit latta ti hiena a sumurot,118
D4 (45).wav,"Kalpasan ti sumagmamano nga oras a pannagnada, nabannog unayen ti hiena ket kinunana a saanen a makapagna pay",kalpasan ti sumagmamano nga oras a pannagnada nabannog unayen ti hiena ket kinunana a saanen a makapagna pay,119
D4 (46).wav,Kiniddaw ti kawitan iti hiena nga agtugaw daytoy iti lapayagna,kiniddaw ti kawitan iti hiena nga agtugaw daytoy iti lapayagna,61
D4 (47).wav,Kasta ti inaramid ti hiena ket isuda nga uppat - ti kawitan ken ti asolang ken ti lobo ken ti hiena- intuloyda ti nagdaliasat.,kasta ti inaramid ti hiena ket isuda nga uppat - ti kawitan ken ti asolang ken ti lobo ken ti hiena- intuloyda ti nagdaliasat,2
D4 (48).wav,"Madamdama pay, nakasagang ti kawitan iti leon a nagpilit a kumuyog",madamdama pay nakasagang ti kawitan iti leon a nagpilit a kumuyog,121
D4 (49).wav,"Nabannog met a nagna ti naandur a leon ket pinagtugaw ti kawitan iti lapayagna, ket nagtuloy dagiti lima- ti kawitan ken ti asolang ken ti lobo ken ti hiena ken ti leon- a nagdaliasat",nabannog met a nagna ti naandur a leon ket pinagtugaw ti kawitan iti lapayagna ket nagtuloy dagiti lima- ti kawitan ken ti asolang ken ti lobo ken ti hiena ken ti leon- a nagdaliasat,122
D4 (5).wav,"Isu ti agarado, agmula ken agani ken agkiskis iti trigo.",isu ti agarado agmula ken agani ken agkiskis iti trigo,11
D4 (50).wav,Kamaudiananna nakadanonen ti kawitan iti adayo a pagilian ket kiniddawna a dumatag iti ari,kamaudiananna nakadanonen ti kawitan iti adayo a pagilian ket kiniddawna a dumatag iti ari,92
D4 (51).wav,Naawat iti korte,naawat iti korte,105
D4 (52).wav,Kinuna ti ari: Apay nga immayka iti pagariak,kinuna ti ari apay nga immayka iti pagariak,79
D4 (53).wav,"Immayak, kinuna ti kawitan, ta kiddawek ti ima ti anak ti Napateg nga Ari tapno ikasarko.",immayak kinuna ti kawitan ta kiddawek ti ima ti anak ti napateg nga ari tapno ikasarko,80
D4 (54).wav,"Nainsulto ti ari kadagita a balikas, inawaganna dagiti guardia: Ibellengyo daytoy a parammag a kawitan iti pagipupokan kadagiti manok iti palasio",nainsulto ti ari kadagita a balikas inawaganna dagiti guardia ibellengyo daytoy a parammag a kawitan iti pagipupokan kadagiti manok iti palasio,81
D4 (55).wav,"Iti dayta met laeng a kanito, nasarakan ti kawitan ti bagina iti pupokan dagiti manok",iti dayta met laeng a kanito nasarakan ti kawitan ti bagina iti pupokan dagiti manok,82
D4 (56).wav,Dinagdagus ti kawitan nga inawagan ti asolang a rummuar iti lapayagna,dinagdagus ti kawitan nga inawagan ti asolang a rummuar iti lapayagna,101
D4 (57).wav,Limmagto ti asolang a rimmuar ket nagpiestaanna dagiti manok.,limmagto ti asolang a rimmuar ket nagpiestaanna dagiti manok,8
D4 (58).wav,Nagpungit ti ari idi madamagna daytoy ket binilinna dagiti guardia:Ibellengyo dayta a parammag a kawitan iti ubong dagiti karnero!,nagpungit ti ari idi madamagna daytoy ket binilinna dagiti guardiaibellengyo dayta a parammag a kawitan iti ubong dagiti karnero,145
D4 (59).wav,"Apaman nga addada iti ubong dagiti karnero, inawagan ti kawitan ti lobo a rummuar iti lapayagna",apaman nga addada iti ubong dagiti karnero inawagan ti kawitan ti lobo a rummuar iti lapayagna,83
D4 (6).wav,"Adu met ti dagdagana a paggapuan ti dakkel a matgedanna Iti maysa a tawen, idi ad-adu nga amang ti naapit, sinarungkaran ti ari ti talonna ket naragsakan a nakakita kadagiti natatayag a mandala ti trigo a nakasaysayaat ti pannakaatar-atarda.",adu met ti dagdagana a paggapuan ti dakkel a matgedanna iti maysa a tawen idi ad-adu nga amang ti naapit sinarungkaran ti ari ti talonna ket naragsakan a nakakita kadagiti natatayag a mandala ti trigo a nakasaysayaat ti pannakaatar-atarda,22
D4 (60).wav,Dinagdagus met ti lobo a linamut dagiti amin a karnero,dinagdagus met ti lobo a linamut dagiti amin a karnero,126
D4 (61).wav,Nakarkaro manen ti pungtot ti ari idi madamagna daytoy,nakarkaro manen ti pungtot ti ari idi madamagna daytoy,104
D4 (62).wav,Inyikkisna kadagiti guardiana: Ibellengyo dayta a parammag a kawitan iti ubong dagiti asno ket bay-anyo a payatyatenda!,inyikkisna kadagiti guardiana ibellengyo dayta a parammag a kawitan iti ubong dagiti asno ket bay-anyo a payatyatenda,146
D4 (63).wav,Inyikkisna kadagiti guardiana: Ibellengyo dayta a parammag a kawitan iti ubong dagiti asno ket bay-anyo a payatyatenda!,inyikkisna kadagiti guardiana ibellengyo dayta a parammag a kawitan iti ubong dagiti asno ket bay-anyo a payatyatenda,146
D4 (64).wav,Ngem iti daytoy a gundaway inawagan ti kawitan ti mabisinan a hiena a dagdagus met a naglamut kadagiti amin nga asno,ngem iti daytoy a gundaway inawagan ti kawitan ti mabisinan a hiena a dagdagus met a naglamut kadagiti amin nga asno,128
D4 (65).wav,Ngem iti daytoy a gundaway inawagan ti kawitan ti mabisinan a hiena a dagdagus met a naglamut kadagiti amin nga asno,ngem iti daytoy a gundaway inawagan ti kawitan ti mabisinan a hiena a dagdagus met a naglamut kadagiti amin nga asno,128
D4 (66).wav,Napalalon ti pungtot ti ari,napalalon ti pungtot ti ari,129
D4 (67).wav,Napalalon ti pungtot ti ari,napalalon ti pungtot ti ari,129
D4 (68).wav,Napalalon ti pungtot ti ari,napalalon ti pungtot ti ari,129
D4 (69).wav,Idatagyo kaniak dayta a parammag a kawitan ta dusaek a mismo kadagitoy imak!,idatagyo kaniak dayta a parammag a kawitan ta dusaek a mismo kadagitoy imak,130
D4 (7).wav,"Immasideg ti kawitan nga umis-isem sa kinunana: Itedmo koma kaniak, Napataeg nga Ari, ti bingayko iti trigo a kas suedok iti adu a rigrigatko a nagtrabaho.",immasideg ti kawitan nga umis-isem sa kinunana itedmo koma kaniak napataeg nga ari ti bingayko iti trigo a kas suedok iti adu a rigrigatko a nagtrabaho,120
D4 (70).wav,Idatagyo kaniak dayta a parammag a kawitan ta dusaek a mismo kadagitoy imak!,idatagyo kaniak dayta a parammag a kawitan ta dusaek a mismo kadagitoy imak,130
D4 (71).wav,Ket naidatag ti kawitan iti ari,ket naidatag ti kawitan iti ari,131
D4 (72).wav,Ket naidatag ti kawitan iti ari,ket naidatag ti kawitan iti ari,131
D4 (73).wav,Ket naidatag ti kawitan iti ari,ket naidatag ti kawitan iti ari,131
D4 (74).wav,"Apagapaman a nagtakder ti kawitan iti sango ti ari sa idi kuan, inawaganna ti mabisin a leon manipud iti lapayagna.",apagapaman a nagtakder ti kawitan iti sango ti ari sa idi kuan inawaganna ti mabisin a leon manipud iti lapayagna,132
D4 (75).wav,"Apagapaman a nagtakder ti kawitan iti sango ti ari sa idi kuan, inawaganna ti mabisin a leon manipud iti lapayagna.",apagapaman a nagtakder ti kawitan iti sango ti ari sa idi kuan inawaganna ti mabisin a leon manipud iti lapayagna,132
D4 (76).wav,"Apagapaman a nagtakder ti kawitan iti sango ti ari sa idi kuan, inawaganna ti mabisin a leon manipud iti lapayagna.",apagapaman a nagtakder ti kawitan iti sango ti ari sa idi kuan inawaganna ti mabisin a leon manipud iti lapayagna,132
